DAP,Env,LON,LAT,DOY,YYYYMMDD,daysFromStart,T2M,T2M_MAX,T2M_MIN,T2MDEW,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,PRECTOT,EVPTRNS,QV2M,RH2M,GWETROOT,GWETTOP,FROST_DAYS,WS2M,P_ETP,VPD,N,RTA,n,TH1,TH2,n.1,N.1,RTA.1,VPD.1,SPV,ETP,PETP,GDD,FRUE,T2M_RANGE,PTT,PTR,PAR_TEMP
37,TXH2.2020,-96.4284433,30.5378851,107,2020-04-16,37,15.94,24.1,7.04,8.79,27.16,27.66,34.92,12.47,1.64,0.04,0,4.51,7.14,66.6,0.6,0.6,0,2.26,-4.51,0.871340892,12.944,37.038,12.204,60.1974796,60.3044,9.57043065672385,12.8151615802932,37.0377658043918,0.871340892112653,0.113457925445896,11.766838791179,-11.766838791179,8.05,0.344090909090909,17.06,104.1992,1.60795031055901,0.782308657
38,TXH2.2020,-96.4284433,30.5378851,108,2020-04-17,38,18.22,24.7,12.66,16.01,32.76,8.73,1.06,4.54,0.65,0.02,0.92,1.2,11.48,87.59,0.6,0.6,0,2.22,-0.28,0.468732654,12.973,37.178,0.37,64.33213902,65.1836,3.01614092494507,12.8447204963807,37.1781069664198,0.468732654226956,0.134811230049018,3.81814147084012,-2.89814147084012,10.68,0.485454545454545,12.04,138.55164,1.21470037453184,0.249176729
39,TXH2.2020,-96.4284433,30.5378851,109,2020-04-18,39,16.85,22.95,10.68,13.67,33.05,11.57,1.63,5.88,0.84,0.02,2.84,1.57,10.09,82.33,0.6,0.6,0,2.01,1.27,0.47829557,13.002,37.316,0.568,61.90918895,62.9712,3.9916776685905,12.8741041045627,37.3159851212104,0.478295570090864,0.121632896554959,4.97972094238706,-2.13972094238706,8.815,0.400681818181818,12.27,114.61263,1.47498581962564,0.348961424
40,TXH2.2020,-96.4284433,30.5378851,110,2020-04-19,40,22.39,29.69,16.69,18.45,33.62,15.22,12.52,7.21,0.93,0.02,3.91,3.54,13.59,80.14,0.6,0.61,0,2.29,0.37,0.910947348,13.031,37.451,4.356,70.73979254,70.232,5.24381903127093,12.9033045758408,37.451386951601,0.91094734828067,0.171763156865793,6.8774086348447,-2.9674086348447,15.19,0.690454545454546,13,197.94089,0.857867017774852,0.322018758
41,TXH2.2020,-96.4284433,30.5378851,111,2020-04-20,41,21.41,29.12,13.83,16.37,32,20.75,18.7,9.56,1.28,0.03,0.1,5.14,11.69,75.36,0.6,0.58,0,1.04,-5.04,0.945559893,13.059,37.584,6.498,68.83885024,68.5032,7.13982987623892,12.9323139506587,37.5843009045932,0.94555989317298,0.156815053054201,9.26930069749581,-9.16930069749581,13.475,0.6125,15.29,175.970025,0.9691280148423,0.446520318
42,TXH2.2020,-96.4284433,30.5378851,112,2020-04-21,42,22.63,29.72,16.7,17.42,32.57,23.61,18.49,10.93,1.43,0.03,0.04,4,12.44,74.83,0.59,0.57,0,1.91,-3.96,1.048351084,13.087,37.715,6.416,70.69429871,70.1012,8.11386546194787,12.9611241380233,37.7147171510122,1.04835108391181,0.171944327958948,10.669929403731,-10.629929403731,15.21,0.691363636363636,13.02,199.05327,0.860420775805391,0.482987185
43,TXH2.2020,-96.4284433,30.5378851,113,2020-04-22,43,23.21,26.9,19.4,21.32,34.69,5.52,0.71,2.9,0.38,0.01,6.96,1.02,16.03,89.45,0.59,0.6,0,3.25,5.94,0.36233053,13.116,37.843,0.246,72.86248155,72.0852,1.89477573906477,12.9897269150425,37.8426275430495,0.362330529532835,0.171401297840592,2.49366614886407,4.46633385113593,15.15,0.688636363636364,7.5,198.7074,0.865742574257426,0.124946144
44,TXH2.2020,-96.4284433,30.5378851,114,2020-04-23,44,21.72,28.56,15.28,15.24,28.66,28.78,38.61,12.93,1.69,0.04,0.06,5.12,10.97,70.17,0.59,0.57,0,2.28,-5.06,1.088726777,13.144,37.968,13.366,68.94740476,68.4064,9.86781148593703,13.0181139268954,37.9680255698028,1.08872677744257,0.160583864039301,12.8960703789935,-12.8360703789935,13.92,0.632727272727273,13.28,182.96448,0.944252873563219,0.595303867
45,TXH2.2020,-96.4284433,30.5378851,115,2020-04-24,45,23.48,33.35,13.87,14.79,30.31,24,24.83,10.99,1.44,0.03,0.56,5.36,10.65,63.29,0.58,0.56,0,2.56,-4.8,1.674975872,13.172,38.091,8.586,70.98021708,70.0044,8.22008901384993,13.0462766872531,38.0909063109313,1.67497587172527,0.175601755030231,10.8735621243118,-10.3135621243118,15.61,0.709545454545455,19.48,205.61492,0.843818065342729,0.468057922
46,TXH2.2020,-96.4284433,30.5378851,116,2020-04-25,46,19.49,26.07,14.14,11.99,30.56,21.23,19.22,9.89,1.33,0.03,0.28,3.36,8.77,66.11,0.57,0.55,0,2.77,-3.08,1.092605383,13.199,38.211,6.639,65.38916061,65.0064,7.26396772232672,13.0742065791632,38.2112663885471,1.09260538263751,0.145677985940422,9.3896552276768,-9.1096552276768,12.105,0.550227272727273,11.93,159.773895,1.09037587773647,0.507439713
47,TXH2.2020,-96.4284433,30.5378851,117,2020-04-26,47,20.37,29.17,12.25,10.75,28.02,28.12,32.01,12.52,1.63,0.04,0.39,3.56,8.03,59.75,0.57,0.54,0,1.47,-3.17,1.444420382,13.227,38.329,11.046,66.30481425,65.44,9.61215488250815,13.1018948564168,38.3291039174666,1.44442038211674,0.150510742056034,12.4930048500297,-12.1030048500297,12.71,0.577727272727273,16.92,168.11517,1.04067663257278,0.614629357
48,TXH2.2020,-96.4284433,30.5378851,118,2020-04-27,48,22.32,31.54,13.05,15,30.52,27.35,29.65,12.42,1.61,0.04,0,3.18,10.63,67.7,0.56,0.52,0,3.4,-3.18,1.362230339,13.254,38.444,10.222,69.6576336,68.92,9.34042605644096,13.1293326454101,38.4444184539469,1.36223033912499,0.163818961084548,12.2864446302883,-12.2864446302883,14.295,0.649772727272727,18.49,189.46593,0.927177334732424,0.556451613
49,TXH2.2020,-96.4284433,30.5378851,119,2020-04-28,49,24.12,29.4,20.04,21.32,34.14,18.98,10.03,8.87,1.14,0.03,19.93,1.57,15.93,85.18,0.57,0.62,0,3.29,18.36,0.68530889,13.281,38.557,3.455,73.99642184,72.9952,6.47636516429557,13.1565109475169,38.5572109430353,0.685308890185942,0.186096540525051,8.65712011580529,11.2728798841947,16.72,0.76,9.36,222.05832,0.794318181818182,0.36774461
50,TXH2.2020,-96.4284433,30.5378851,120,2020-04-29,50,21.74,26.63,14.93,14.22,30.31,24.98,24.09,11.44,1.52,0.04,6.15,5.07,10.79,68.1,0.59,0.61,0,2.89,1.08,0.971572843,13.307,38.667,8.29,68.8279906,68.0592,8.51676438251787,13.1834206419842,38.6674836646597,0.971572843291195,0.151078552934972,11.1036488820362,-4.95364888203623,12.78,0.580909090909091,11.7,170.06346,1.04123630672926,0.526218951
51,TXH2.2020,-96.4284433,30.5378851,121,2020-04-30,51,19.91,27.92,11.26,10.86,27.53,29.54,38.98,13.23,1.73,0.04,0,5.03,8.09,60.46,0.59,0.56,0,1.36,-5.03,1.248377906,13.334,38.775,13.404,65.69853014,65.0196,10.0637661749751,13.2100524893649,38.7752401785908,1.24837790600489,0.141668219280921,13.0135793497988,-13.0135793497988,11.59,0.526818181818182,16.66,154.54106,1.1504745470233,0.664490206
52,TXH2.2020,-96.4284433,30.5378851,122,2020-05-01,52,21.73,30.64,12.95,13.6,29.61,27.44,28.71,12.43,1.64,0.04,0,4.27,9.7,64.37,0.58,0.55,0,2.67,-4.27,1.389481667,13.36,38.88,9.865,68.54411499,67.826,9.34162047851819,13.2363971354978,38.8804852684054,1.3894816671677,0.159517563154203,12.2850867648078,-12.2850867648078,13.795,0.627045454545455,17.69,184.3012,0.968466835810076,0.572020249
53,TXH2.2020,-96.4284433,30.5378851,123,2020-05-02,53,23.82,32.38,15.65,17.99,31.82,28.06,32.83,12.85,1.69,0.04,0,3.51,12.9,72.93,0.57,0.54,0,3.21,-3.51,1.255200811,13.386,38.983,11.273,72.36341674,71.4964,9.5462653758917,13.262445116047,38.9832248845815,1.2552008108689,0.17937153487821,12.7447971259411,-12.7447971259411,16.015,0.727954545454546,16.73,214.37679,0.835841398688729,0.539462636
54,TXH2.2020,-96.4284433,30.5378851,124,2020-05-03,54,25.35,33.38,19.37,18.16,33.27,28.45,34,12.98,1.7,0.04,0,3.37,13.04,68.61,0.56,0.52,0,3.25,-3.37,1.608598569,13.412,39.083,11.668,74.24097865,73.0876,9.67286052297962,13.2881868616086,39.0834660868563,1.60859856917228,0.20272273681511,13.0976725635743,-13.0976725635743,18.375,0.835227272727273,14.01,246.4455,0.729904761904762,0.512031558
55,TXH2.2020,-96.4284433,30.5378851,125,2020-05-04,55,26.24,34.52,19.5,19.18,33.73,27.28,30.17,12.4,1.63,0.04,0.04,2.98,13.93,69.65,0.55,0.51,0,3.23,-2.94,1.648803647,13.437,39.181,10.347,75.6878484,74.3448,9.26962923787132,13.3136127033935,39.181216985975,1.64880364686796,0.209425327833546,12.6011651788543,-12.5611651788543,19.01,0.864090909090909,15.02,255.43737,0.706838506049448,0.472560976
56,TXH2.2020,-96.4284433,30.5378851,126,2020-05-05,56,25.07,31.86,20.29,19.6,35.27,12.45,5.88,6.23,0.88,0.02,0.89,1.81,14.45,73.61,0.55,0.51,0,2.54,-0.92,1.267891086,13.462,39.276,2.015,74.34995673,73.326,4.22815249952765,13.3387128794925,39.2764866849607,1.26789108561743,0.199619499307125,5.72237708678737,-4.83237708678738,18.075,0.821590909090909,11.57,243.32565,0.74478561549101,0.248504188
57,TXH2.2020,-96.4284433,30.5378851,127,2020-05-06,57,23.24,31.25,16.52,11.1,29.37,29.48,36.87,13.29,1.74,0.04,0.08,2.28,8.38,52.74,0.54,0.5,0,2.33,-2.2,1.896720773,13.487,39.369,12.631,69.71678824,68.436,10.0066667639091,13.3634775417282,39.3692852200315,1.89672077330098,0.178154117301945,13.3791086789575,-13.2991086789575,15.885,0.722045454545454,14.73,214.240995,0.849039974819012,0.571858864
58,TXH2.2020,-96.4284433,30.5378851,128,2020-05-07,58,23.82,31.89,14.74,14.21,32.75,22.42,21.36,10.47,1.41,0.04,0.01,1.79,10.15,58.43,0.54,0.5,0,3.51,-1.78,1.58058158,13.511,39.46,7.314,71.01755574,70.1356,7.60667788477035,13.3878967630968,39.4596235012904,1.58058158036409,0.172898123630263,10.1389021533557,-10.1289021533557,15.315,0.696136363636364,17.15,206.920965,0.88220698661443,0.439546599
59,TXH2.2020,-96.4284433,30.5378851,129,2020-05-08,59,23.51,29.82,16.27,16.59,34.17,17.07,7.77,8.08,1.06,0.03,0.06,0.86,12.17,66.63,0.53,0.5,0,4.38,-0.8,1.136679589,13.536,39.548,2.659,71.32307587,70.6824,5.78904076851527,13.4119605458008,39.5475132533116,1.13667958874196,0.170454476994544,7.70620162146351,-7.64620162146351,15.045,0.683863636363637,13.55,203.64912,0.899700897308076,0.343683539
60,TXH2.2020,-96.4284433,30.5378851,130,2020-05-09,60,19.56,26.83,14.35,9.26,30.54,21.73,9.21,10.23,1.39,0.04,0,1.08,7.36,56.96,0.53,0.49,0,2.25,-1.08,1.414178292,13.559,39.633,3.151,65.02828224,64.0936,7.36651552479313,13.4356588298711,39.6329669557436,1.41417829193466,0.149541550034535,9.6456008755475,-9.6456008755475,12.59,0.572272727272727,12.48,170.70781,1.07696584590945,0.523006135
61,TXH2.2020,-96.4284433,30.5378851,131,2020-05-10,61,19.61,28.36,11.11,8.89,27.97,29.85,37.09,13.33,1.74,0.04,0,1.08,7.09,56.15,0.52,0.49,0,1.86,-1.08,1.451511843,13.583,39.716,12.685,65.05555485,64.0104,10.115586168335,13.4589815023762,39.7159977840469,1.45151184307173,0.142787617780351,13.1649108856246,-13.1649108856246,11.735,0.533409090909091,17.25,159.396505,1.15747763101832,0.679755227
62,TXH2.2020,-96.4284433,30.5378851,132,2020-05-11,62,22.18,29.82,14.14,12.19,31.24,26.85,25.97,12.3,1.63,0.04,0.02,0.92,8.88,57.15,0.52,0.48,0,2.17,-0.9,1.486038755,13.606,39.797,8.879,68.6424613,67.7684,9.09598637578896,13.4819184072119,39.7966195504818,1.48603875518159,0.16109782311353,12.0361830647543,-12.0161830647543,13.98,0.635454545454546,15.68,190.21188,0.973247496423462,0.554553652
63,TXH2.2020,-96.4284433,30.5378851,133,2020-05-12,63,22.01,25.49,18.97,18.3,34.31,6.75,0.59,3.53,0.5,0.01,27.5,0.3,13.12,80.43,0.53,0.58,0,2.81,27.2,0.624086839,13.629,39.875,0.202,70.15222657,69.798,2.28603012470186,13.5044593554638,39.8748466454565,0.624086838808883,0.1632543010063,3.03098105512554,24.4690189448745,14.23,0.646818181818182,6.52,193.94067,0.957765284609979,0.160381645
64,TXH2.2020,-96.4284433,30.5378851,134,2020-05-13,64,24.56,30.52,19.58,19.63,34.23,24.16,18.51,11.33,1.5,0.04,3.74,3.34,14.3,76.69,0.57,0.57,0,2.56,0.4,1.03943071,13.651,39.951,6.325,73.87364336,72.8268,8.18014611968337,13.5265941363325,39.9506939793445,1.03943070953264,0.189316670504686,11.0409855804761,-7.30098558047609,17.05,0.775,10.94,232.74955,0.800645161290323,0.461319218
65,TXH2.2020,-96.4284433,30.5378851,135,2020-05-14,65,26.3,32.32,21.21,20.8,34.59,23.12,14.1,10.82,1.42,0.04,0.71,3.21,15.4,74.62,0.56,0.53,0,2.54,-2.5,1.22369389,13.673,40.024,4.817,76.3611494,74.988,7.82619430873899,13.5483125286075,40.0241769248732,1.22369389040638,0.206817542470226,10.6659342289807,-9.95593422898073,18.765,0.852954545454546,11.11,256.573845,0.728643751665334,0.411406844
66,TXH2.2020,-96.4284433,30.5378851,136,2020-05-15,66,25.01,29.86,20.28,21.77,34.94,18.56,6.68,8.78,1.15,0.03,13.46,1.23,16.4,83.66,0.56,0.58,0,1.94,12.23,0.687000218,13.695,40.095,2.282,75.30885234,74.0472,6.28132936564409,13.5696043126746,40.095311260185,0.687000217734334,0.189513328947156,8.48279421613135,4.97720578386866,17.07,0.775909090909091,9.58,233.77365,0.802284710017575,0.351059576
67,TXH2.2020,-96.4284433,30.5378851,137,2020-05-16,67,22.5,25.96,18.8,20.31,34.45,11.27,1.18,5.45,0.71,0.02,16.67,1.85,15.09,87.91,0.6,0.66,0,2.35,14.82,0.378269032,13.716,40.164,0.403,71.5358225,71.0116,3.81346590898674,13.5904592830374,40.1641131126639,0.378269032074296,0.164559850334772,5.06570085062966,11.6042991493703,14.38,0.653636363636364,7.16,197.23608,0.953824756606398,0.242222222
68,TXH2.2020,-96.4284433,30.5378851,138,2020-05-17,68,22.29,29.45,16.79,17.42,32.6,24.4,17.98,11.39,1.52,0.04,3.81,4.76,12.47,76.23,0.6,0.61,0,2.29,-0.95,1.021618772,13.737,40.231,6.139,70.27576033,69.7612,8.25503895609718,13.6108672613319,40.2305989036195,1.02161877156539,0.171130325889191,11.020611442624,-7.21061144262401,15.12,0.687272727272727,12.66,207.70344,0.908531746031746,0.510991476
69,TXH2.2020,-96.4284433,30.5378851,139,2020-05-18,69,25.87,32.99,18.63,18.6,32.26,28.9,35.21,13.34,1.76,0.04,0,7.02,13.44,67.3,0.59,0.57,0,1.13,-7.02,1.444053248,13.757,40.295,12.021,74.8672049,73.766,9.77621894496118,13.6308181098094,40.2947852939125,1.4440532484724,0.196911656226788,13.2639491011657,-13.2639491011657,17.81,0.809545454545455,14.36,245.01217,0.77243121841662,0.515655199
70,TXH2.2020,-96.4284433,30.5378851,140,2020-05-19,70,26.48,34.1,18.56,20.64,33.04,29.21,35.34,13.35,1.73,0.04,0,5.48,15.33,73.01,0.58,0.56,0,2.26,-5.48,1.310789207,13.777,40.357,12.064,76.44808752,75.1104,9.88003036345873,13.6503017452594,40.3566891306033,1.31078920677841,0.202254680008164,13.4443073811638,-13.4443073811638,18.33,0.833181818181818,15.54,252.53241,0.751609383524277,0.504154079
71,TXH2.2020,-96.4284433,30.5378851,141,2020-05-20,71,26.89,33.79,20.91,21.23,34.07,26.57,23.79,12.19,1.59,0.04,0,4.15,15.9,73.4,0.57,0.54,0,1.88,-4.15,1.342931941,13.796,40.416,8.121,77.1245874,75.7328,8.98630679842519,13.6693081533443,40.4163273946985,1.34293194148956,0.213090066149027,12.294656230201,-12.294656230201,19.35,0.879545454545455,12.88,266.9526,0.71297157622739,0.453328375
72,TXH2.2020,-96.4284433,30.5378851,142,2020-05-21,72,25.92,31.44,20.62,20.69,35.15,17.74,7.18,8.45,1.12,0.03,0.1,2.37,15.37,75.12,0.57,0.54,0,2.43,-2.27,1.07787695,13.815,40.474,2.451,75.82943296,74.5684,5.99949980463619,13.6878274033099,40.4737171500655,1.07787694981431,0.19915748044517,8.1518097488978,-8.0518097488978,18.03,0.819545454545455,10.82,249.08445,0.766222961730449,0.326003086
73,TXH2.2020,-96.4284433,30.5378851,143,2020-05-22,73,26.79,31.72,22.26,22.09,35.14,23.67,17.59,11.12,1.46,0.04,0.46,2.12,16.69,77.15,0.56,0.53,0,2.84,-1.66,1.024586639,13.834,40.529,6.004,77.42925015,75.9424,8.00460061063074,13.7058496630374,40.5288754935808,1.02458663941861,0.209211416072992,10.9325014490709,-10.4725014490709,18.99,0.863181818181818,9.46,262.70766,0.728488678251711,0.415080254
74,TXH2.2020,-96.4284433,30.5378851,144,2020-05-23,74,26.94,31.62,23.08,21.84,34.82,24.89,18.59,11.68,1.51,0.04,0.88,1.88,16.47,76.15,0.56,0.53,0,2.66,-1,1.120047804,13.852,40.582,6.345,77.5416119,76.0024,8.41693557212256,13.7233652143962,40.5818195065719,1.12004780373909,0.213090066149027,11.5172748803049,-10.6372748803049,19.35,0.879545454545455,8.54,268.0362,0.715865633074935,0.43355605
75,TXH2.2020,-96.4284433,30.5378851,145,2020-05-24,75,25.17,28.47,22.44,23.03,35.3,12.44,4.52,6.2,0.87,0.02,20.98,0.9,17.68,88.57,0.57,0.62,0,2.48,20.08,0.485588055,13.869,40.633,1.543,76.09232831,74.6608,4.20672750815808,13.7403644688578,40.6325662076061,0.485588055286773,0.193332680160711,5.69815453717662,15.2818454628234,17.455,0.793409090909091,6.03,242.083395,0.794557433400172,0.24632499
76,TXH2.2020,-96.4284433,30.5378851,146,2020-05-25,76,22.94,26.78,19.18,19.99,34.76,13.67,1.35,6.78,0.93,0.02,13.13,2.88,14.75,84.34,0.61,0.66,0,1.62,10.25,0.534034162,13.886,40.681,0.461,71.97490004,71.3364,4.62268289116975,13.7568379833235,40.6811325066785,0.534034162233451,0.169870564538194,6.16869813581016,6.96130186418984,14.98,0.680909090909091,7.6,208.01228,0.926969292389853,0.295553618
77,TXH2.2020,-96.4284433,30.5378851,147,2020-05-26,77,22.97,28.21,17.43,17.39,32.34,24.84,21.4,11.62,1.54,0.04,2.8,5.89,12.44,72.68,0.61,0.61,0,1.55,-3.09,0.922609103,13.903,40.728,7.305,71.04011004,70.4304,8.40010981061768,13.7727764761212,40.7275351608401,0.922609103272301,0.168440428919546,11.1976328739859,-8.39763287398591,14.82,0.673636363636364,10.78,206.04246,0.938124156545209,0.505877231
78,TXH2.2020,-96.4284433,30.5378851,148,2020-05-27,78,23.62,30.19,15.8,17.59,32.96,21.13,17.42,9.92,1.32,0.03,17.83,5.83,12.71,71.28,0.61,0.65,0,1.4,12,1.030945721,13.919,40.772,5.947,71.90713264,71.1524,7.14572611821562,13.7881708431203,40.7717907313083,1.03094572066889,0.170005163520262,9.53600613996057,8.29399386003943,14.995,0.681590909090909,14.39,208.715405,0.928242747582527,0.419983065
79,TXH2.2020,-96.4284433,30.5378851,149,2020-05-28,79,24.24,29.64,18.68,20.79,33.73,25,16.77,11.59,1.51,0.03,5.83,7.06,15.39,82.5,0.63,0.67,0,1.24,-1.23,0.699941546,13.934,40.814,5.725,73.93492,72.9244,8.45484437757421,13.803012173914,40.8139155420926,0.699941546071573,0.180737691289097,11.3649576695953,-5.53495766959531,16.16,0.734545454545455,10.96,225.17344,0.862252475247525,0.478135314
80,TXH2.2020,-96.4284433,30.5378851,150,2020-05-29,80,24.13,29.94,19.03,18.58,32.32,26.82,21.37,12.41,1.65,0.04,0.01,8.31,13.33,73.11,0.62,0.62,0,2.5,-8.3,1.074489825,13.949,40.854,7.296,72.85559857,72.0188,9.07084838020595,13.8172917680147,40.853925640166,1.07448982510805,0.183831659480059,12.2161158677526,-12.2061158677526,16.485,0.749318181818182,10.91,229.949265,0.846163178647255,0.514297555
81,TXH2.2020,-96.4284433,30.5378851,151,2020-05-30,81,24.82,31.04,17.46,18.92,32.34,25.82,19.51,11.86,1.58,0.04,0.02,6.57,13.7,71.94,0.6,0.59,0,1.42,-6.55,1.06240294,13.964,40.892,6.662,73.79373292,72.8312,8.73319659958933,13.8310011510071,40.8918367572072,1.0624029403728,0.181590054356507,11.7441065844092,-11.7241065844092,16.25,0.738636363636364,13.58,226.915,0.859323076923077,0.477840451
82,TXH2.2020,-96.4284433,30.5378851,152,2020-05-31,82,25.11,29.37,21.79,20.7,35.2,15.75,6.52,7.79,1.08,0.03,0.43,3.43,15.25,78.55,0.6,0.59,0,1.66,-3,0.909629322,13.977,40.928,2.227,74.93311595,73.762,5.32757205426912,13.8441320906026,40.927664272934,0.909629322122027,0.194586582198851,7.21937365767854,-6.78937365767854,17.58,0.799090909090909,7.58,245.71566,0.795051194539249,0.310234966
83,TXH2.2020,-96.4284433,30.5378851,153,2020-06-01,83,24.77,28.27,21.29,20.64,35.23,20.59,7.9,9.97,1.33,0.04,0.15,2.9,15.17,79.45,0.59,0.58,0,1.37,-2.75,0.753143947,13.99,40.961,2.698,74.48531735,73.4004,6.96530904695493,13.8566766125361,40.9614231800452,0.753143947185793,0.186678561103798,9.39477263472143,-9.24477263472143,16.78,0.762727272727273,6.98,234.7522,0.83373063170441,0.402503028
84,TXH2.2020,-96.4284433,30.5378851,154,2020-06-02,84,26.79,33.14,20.7,20.49,34.9,24.97,21.09,11.7,1.52,0.04,0.01,5.82,15.04,71.42,0.59,0.56,0,1.65,-5.81,1.345465071,14.003,40.993,7.204,76.72892382,75.3664,8.44774802661211,13.8686270162462,40.9931280507839,1.34546507071546,0.208464171298643,11.5287377238664,-11.5187377238664,18.92,0.86,12.44,264.93676,0.740116279069767,0.436730123
85,TXH2.2020,-96.4284433,30.5378851,155,2020-06-03,85,26.79,33.1,20.64,21.14,35.12,25.11,23.47,11.89,1.58,0.04,1.43,4.69,15.71,74.08,0.58,0.55,0,1.32,-3.26,1.236972125,14.015,41.023,8.018,77.05403168,75.6004,8.49591578421611,13.8799758902797,41.0227930051311,1.23697212528925,0.207931800360598,11.5903528227251,-10.1603528227251,18.87,0.857727272727273,12.46,264.46305,0.742713301536831,0.443822322
86,TXH2.2020,-96.4284433,30.5378851,156,2020-06-04,86,28.12,34.56,22.01,21.97,35.13,28.25,31.19,13.27,1.74,0.05,0.49,4.39,16.56,72.56,0.57,0.54,0,1.69,-3.9,1.427312333,14.027,41.05,10.658,78.90095328,77.2292,9.55928389866383,13.8907161273593,41.0504316806356,1.42731233306318,0.223447181336602,13.132845187122,-12.642845187122,20.285,0.922045454545455,12.55,284.537695,0.691496179442938,0.471906117
87,TXH2.2020,-96.4284433,30.5378851,157,2020-06-05,87,28.77,35.17,22.48,21.4,35.22,28.08,31.15,13.16,1.72,0.05,0.03,3.9,15.99,67.94,0.56,0.53,0,1.59,-3.87,1.650179018,14.037,41.076,10.645,79.23915462,77.674,9.5027527016822,13.9008409390549,41.0760572038839,1.65017901751908,0.229619134393139,13.0874830852807,-13.0574830852807,20.825,0.946590909090909,12.69,292.320525,0.674045618247299,0.457420925
88,TXH2.2020,-96.4284433,30.5378851,158,2020-06-06,88,29.27,36.33,22.07,21.23,36.11,26.97,27.65,12.59,1.64,0.04,0.77,3.37,15.84,65.19,0.55,0.52,0,1.84,-2.6,1.829904771,14.048,41.1,9.451,79.57683187,78.1128,9.12809915853937,13.910343869999,41.0996821636089,1.82990477107956,0.233988900294814,12.5920936215441,-11.8220936215441,21.2,0.963636363636364,14.26,297.8176,0.662641509433962,0.430133242
89,TXH2.2020,-96.4284433,30.5378851,159,2020-06-07,89,29.42,36.2,23.13,21.15,36.54,27.7,29.41,13.09,1.72,0.05,0.01,2.92,15.85,64.79,0.55,0.51,0,2.02,-2.91,1.908977899,14.057,41.121,10.054,79.73583582,78.234,9.37621589832769,13.9192188115875,41.1213185854373,1.90897789859705,0.239504144562132,12.960319682489,-12.950319682489,21.665,0.984772727272727,13.07,304.544905,0.648834525732749,0.444935418
90,TXH2.2020,-96.4284433,30.5378851,160,2020-06-08,90,30.29,36.96,24.04,21.28,36.4,26.52,25.94,12.58,1.65,0.04,0.02,2.46,16,61.55,0.54,0.5,0,1.74,-2.44,2.095952508,14.066,41.141,8.869,80.49031005,79.1508,8.97781867081968,13.9274600151071,41.1409779082693,2.09595250807735,0.249681708102084,12.4538395818344,-12.4338395818344,22.5,1,12.92,316.485,0.625155555555556,0.415318587
91,TXH2.2020,-96.4284433,30.5378851,161,2020-06-09,91,30.68,37.43,24.73,22.8,36.4,27.48,28.24,12.93,1.68,0.05,0.09,1.77,17.6,66.6,0.53,0.49,0,2.54,-1.68,1.994535634,14.074,41.159,9.656,81.8555512,80.088,9.3038841554247,13.9350621042344,41.158670962287,1.99453563424833,0.256962505376663,12.9363703660321,-12.8463703660321,23.08,1,12.7,324.82792,0.609792027729636,0.421447197
92,TXH2.2020,-96.4284433,30.5378851,162,2020-06-10,92,26.49,34.77,18.74,10.13,30.74,31.49,40.03,14.16,1.87,0.05,0.01,1.76,7.84,39.86,0.53,0.48,0,2.77,-1.75,2.61801302,14.082,41.174,13.691,72.51024486,71.3368,10.6627935751553,13.9420200868517,41.1744079485819,2.61801301963418,0.206711685112904,14.5264974310823,-14.5164974310823,18.755,0.8525,16.03,264.10791,0.750839776059717,0.534541336
93,TXH2.2020,-96.4284433,30.5378851,163,2020-06-11,93,26.46,35.27,17.53,12.1,30.31,26.89,29.22,12.38,1.62,0.04,0,1.39,8.81,46.26,0.52,0.48,0,1.97,-1.39,2.443536515,14.089,41.188,9.995,73.23541204,72.016,9.10626322683371,13.9483293661279,41.1881984203955,2.44353651515512,0.202983161948965,12.3811468140681,-12.3811468140681,18.4,0.836363636363636,17.74,259.2376,0.76570652173913,0.467876039
94,TXH2.2020,-96.4284433,30.5378851,164,2020-06-12,94,26.69,35.3,18.27,14.33,31.43,30.69,38.9,13.99,1.83,0.05,0,1.07,10.14,51.52,0.52,0.47,0,2.06,-1.07,2.274700771,14.095,41.2,13.308,74.16472112,73.0488,10.394351694564,13.9539857508137,41.2000512659619,2.27470077125733,0.207029393978965,14.1596840886077,-14.1596840886077,18.785,0.853863636363636,17.03,264.774575,0.750332712270429,0.524166354
95,TXH2.2020,-96.4284433,30.5378851,165,2020-06-13,95,27.37,35.93,19.64,13.99,32.06,29.19,33.9,13.4,1.77,0.05,0,0.89,10.04,49.7,0.51,0.47,0,2.23,-0.89,2.504798071,14.101,41.21,11.6,74.8294611,73.6064,9.88747963935476,13.9589854647074,41.209974692944,2.50479807144697,0.217857254028383,13.5365902542757,-13.5365902542757,19.785,0.899318181818182,16.29,278.988285,0.712711650240081,0.489587139
96,TXH2.2020,-96.4284433,30.5378851,166,2020-06-14,96,28.08,36.24,19.64,16.13,33.55,28.66,30.97,13.15,1.72,0.04,0,0.7,11.44,52.68,0.51,0.46,0,1.46,-0.7,2.319661366,14.106,41.218,10.599,76.15617856,75.0868,9.70908656133817,13.9633251552443,41.2179762144531,2.31966136627018,0.219577419576357,13.301011074034,-13.301011074034,19.94,0.906363636363636,16.6,281.27364,0.707422266800401,0.468304843
