primaryIdentifier,symbol,name,description,chr,start,end,n_go,go_terms
Zm00001eb143720,,,FBD domain-containing protein,chr3,166818179,166821014,2,GO:0005509 | calcium ion binding | molecular_function; GO:0016021 | integral component of membrane | cellular_component
Zm00018ab149190,,,Protein ENDOSPERM DEFECTIVE 1,chr3,166819773,166823670,4,GO:0005737 | cytoplasm | cellular_component; GO:0005880 | nuclear microtubule | cellular_component; GO:0008017 | microtubule binding | molecular_function; GO:0051225 | spindle assembly | biological_process
Zm00033ab152110,,,E3 ubiquitin-protein ligase RGLG1,chr3,166821665,166825867,2,GO:0016746 | acyltransferase activity | molecular_function; GO:0016874 | ligase activity | molecular_function
Zm00041ab149170,,,Nucleobase-ascorbate transporter 11,chr3,166823212,166823694,3,GO:0016021 | integral component of membrane | cellular_component; GO:0022857 | transmembrane transporter activity | molecular_function; GO:0055085 | transmembrane transport | biological_process
Zm00023ab147490,LOC100383591,,AP-4 complex subunit epsilon,chr3,166823439,166832312,14,GO:0004672 | protein kinase activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005794 | Golgi apparatus | cellular_component; GO:0005829 | cytosol | cellular_component; GO:0006468 | protein phosphorylation | biological_process; GO:0006886 | intracellular protein transport | biological_process; GO:0009506 | plasmodesma | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016192 | vesicle-mediated transport | biological_process; GO:0030117 | membrane coat | cellular_component; GO:0030122 | AP-2 adaptor complex | cellular_component; GO:0030124 | AP-4 adaptor complex | cellular_component; GO:0030276 | clathrin binding | molecular_function; GO:0140312 | cargo adaptor activity | molecular_function
Zm00018ab149200,,,Methyltransferase,chr3,166826580,166830656,5,GO:0005768 | endosome | cellular_component; GO:0005802 | trans-Golgi network | cellular_component; GO:0008168 | methyltransferase activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0032259 | methylation | biological_process
Zm00041ab149180,,,40S ribosomal protein S7,chr3,166826776,166828741,7,GO:0003735 | structural constituent of ribosome | molecular_function; GO:0005829 | cytosol | cellular_component; GO:0005840 | ribosome | cellular_component; GO:0006364 | rRNA processing | biological_process; GO:0006412 | translation | biological_process; GO:0032040 | small-subunit processome | cellular_component; GO:0042274 | ribosomal small subunit biogenesis | biological_process
Zm00033ab152120,,,Proline transporter 1,chr3,166826794,166830637,6,GO:0005886 | plasma membrane | cellular_component; GO:0006865 | amino acid transport | biological_process; GO:0009734 | auxin-activated signaling pathway | biological_process; GO:0015293 | symporter activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0055085 | transmembrane transport | biological_process
Zm00036ab147860,,,Pentatricopeptide repeat-containing protein,chr3,166839448,166846192,2,GO:0008270 | zinc ion binding | molecular_function; GO:0016787 | hydrolase activity | molecular_function
Zm00024ab145820,,,Nucleotide-diphospho-sugar transferase family protein,chr3,166842339,166844222,4,GO:0000139 | Golgi membrane | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016740 | transferase activity | molecular_function; GO:0071555 | cell wall organization | biological_process
Zm00036ab147870,,,Stomagen domain-containing protein,chr3,166843909,166845148,5,GO:0010375 | stomatal complex patterning | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0019901 | protein kinase binding | molecular_function; GO:0033612 | receptor serine/threonine kinase binding | molecular_function; GO:2000123 | positive regulation of stomatal complex development | biological_process
Zm00018ab149210,,,Protein kinase domain-containing protein,chr3,166846121,166850646,9,GO:0004034 | aldose 1-epimerase activity | molecular_function; GO:0004713 | protein tyrosine kinase activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0006006 | glucose metabolic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0018108 | peptidyl-tyrosine phosphorylation | biological_process; GO:0033499 | galactose catabolic process via UDP-galactose | biological_process; GO:0106310 | protein serine kinase activity | molecular_function; GO:0106311 |  | 
Zm00036ab147880,,,AAI domain-containing protein,chr3,166848535,166853848,2,GO:0005504 | fatty acid binding | molecular_function; GO:0009627 | systemic acquired resistance | biological_process
Zm00022ab144860,,,X-ray induced transcript 1,chr3,166851238,166854900,8,GO:0005515 | protein binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005886 | plasma membrane | cellular_component; GO:0006281 | DNA repair | biological_process; GO:0007140 | male meiotic nuclear division | biological_process; GO:0007143 | female meiotic nuclear division | biological_process; GO:0009555 | pollen development | biological_process; GO:0010165 | response to X-ray | biological_process
Zm00035ab147940,,,Peptidylprolyl isomerase,chr3,166869386,166872145,5,GO:0000413 | protein peptidyl-prolyl isomerization | biological_process; GO:0003755 | peptidyl-prolyl cis-trans isomerase activity | molecular_function; GO:0005737 | cytoplasm | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0061077 | chaperone-mediated protein folding | biological_process
Zm00022ab144910,,,Leucine-rich repeat receptor protein kinase EMS1,chr3,166873373,166880616,11,GO:0004672 | protein kinase activity | molecular_function; GO:0004888 | transmembrane signaling receptor activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005886 | plasma membrane | cellular_component; GO:0006468 | protein phosphorylation | biological_process; GO:0009554 | megasporogenesis | biological_process; GO:0009556 | microsporogenesis | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0018212 | peptidyl-tyrosine modification | biological_process; GO:0033612 | receptor serine/threonine kinase binding | molecular_function; GO:0048658 | anther wall tapetum development | biological_process
Zm00038ab145980,,,Glycosyltransferase,chr3,166873524,166881022,6,GO:0000139 | Golgi membrane | cellular_component; GO:0003690 | double-stranded DNA binding | molecular_function; GO:0006265 | DNA topological change | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016757 | glycosyltransferase activity | molecular_function; GO:0071555 | cell wall organization | biological_process
Zm00023ab147510,,,Peptidylprolyl isomerase,chr3,166874227,166877133,5,GO:0000413 | protein peptidyl-prolyl isomerization | biological_process; GO:0003755 | peptidyl-prolyl cis-trans isomerase activity | molecular_function; GO:0005783 | endoplasmic reticulum | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0061077 | chaperone-mediated protein folding | biological_process
Zm00027ab145550,,,FBD domain-containing protein,chr3,166883843,166887975,2,GO:0005509 | calcium ion binding | molecular_function; GO:0016021 | integral component of membrane | cellular_component
Zm00033ab152130,,,E3 ubiquitin-protein ligase RGLG2,chr3,166884517,166887198,1,GO:0016874 | ligase activity | molecular_function
Zm00038ab145990,,,Nucleotide-diphospho-sugar transferase,chr3,166898133,166899962,7,GO:0000139 | Golgi membrane | cellular_component; GO:0003735 | structural constituent of ribosome | molecular_function; GO:0006412 | translation | biological_process; GO:0015934 | large ribosomal subunit | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016740 | transferase activity | molecular_function; GO:0071555 | cell wall organization | biological_process
Zm00036ab147900,,,AAI domain-containing protein,chr3,166903845,166904165,2,GO:0005504 | fatty acid binding | molecular_function; GO:0009627 | systemic acquired resistance | biological_process
Zm00030ab143830,,,FSH1 domain-containing protein (Fragment),chr3,166906777,166909219,3,"GO:0006508 | proteolysis | biological_process; GO:0016787 | hydrolase activity | molecular_function; GO:0140096 | catalytic activity, acting on a protein | molecular_function"
Zm00036ab147910,,,Actin-7,chr3,166918443,166921535,2,GO:0016021 | integral component of membrane | cellular_component; GO:0016853 | isomerase activity | molecular_function
Zm00021ab144900,,,FBD domain-containing protein,chr3,166919426,166922911,2,GO:0005509 | calcium ion binding | molecular_function; GO:0016021 | integral component of membrane | cellular_component
Zm00035ab147960,,,Transcription factor bHLH62,chr3,166931955,166935223,4,GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0046983 | protein dimerization activity | molecular_function
Zm00020ab145060,,,Protein arginine methyltransferase NDUFAF7,chr3,166933690,166938767,5,"GO:0005739 | mitochondrion | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0019918 | peptidyl-arginine methylation, to symmetrical-dimethyl arginine | biological_process; GO:0035243 | protein-arginine omega-N symmetric methyltransferase activity | molecular_function; GO:0051213 | dioxygenase activity | molecular_function"
Zm00033ab152140,,,Magnesium transporter,chr3,166933962,166947143,4,GO:0006811 | ion transport | biological_process; GO:0015095 | magnesium ion transmembrane transporter activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0055085 | transmembrane transport | biological_process
Zm00022ab144930,,,Zinc finger CCCH domain-containing protein 33,chr3,166937218,166942085,5,GO:0003677 | DNA binding | molecular_function; GO:0003729 | mRNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0046872 | metal ion binding | molecular_function
Zm00020ab145070,LOC103650859,,BLISTER,chr3,166938807,166946257,8,GO:0005634 | nucleus | cellular_component; GO:0005829 | cytosol | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0009908 | flower development | biological_process; GO:0010091 | trichome branching | biological_process; GO:0040008 | regulation of growth | biological_process; GO:0048826 | cotyledon morphogenesis | biological_process; GO:0051781 | positive regulation of cell division | biological_process
Zm00024ab145850,,,Dynamin-related protein 3A,chr3,166939434,166950704,9,GO:0000266 | mitochondrial fission | biological_process; GO:0003924 | GTPase activity | molecular_function; GO:0005525 | GTP binding | molecular_function; GO:0005737 | cytoplasm | cellular_component; GO:0005874 | microtubule | cellular_component; GO:0008017 | microtubule binding | molecular_function; GO:0016020 | membrane | cellular_component; GO:0016559 | peroxisome fission | biological_process; GO:0043231 | intracellular membrane-bounded organelle | cellular_component
Zm00026ab144510,,,,chr3,166944663,166946484,1,GO:0016021 | integral component of membrane | cellular_component
Zm00034ab152870,,,,chr3,166967472,166970228,2,GO:0006338 | chromatin remodeling | biological_process; GO:0031011 | Ino80 complex | cellular_component
Zm00023ab147520,,,Transcription factor bHLH62,chr3,166967981,166971205,4,GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0046983 | protein dimerization activity | molecular_function
Zm00034ab152880,,,Serine/threonine-protein kinase SAPK10,chr3,166971838,166972629,6,"GO:0005524 | ATP binding | molecular_function; GO:0006464 |  | ; GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process; GO:0016773 | phosphotransferase activity, alcohol group as acceptor | molecular_function; GO:0140096 | catalytic activity, acting on a protein | molecular_function"
Zm00034ab152890,,,X-ray induced transcript 1,chr3,166974161,166977952,7,GO:0005634 | nucleus | cellular_component; GO:0005886 | plasma membrane | cellular_component; GO:0006281 | DNA repair | biological_process; GO:0007140 | male meiotic nuclear division | biological_process; GO:0007143 | female meiotic nuclear division | biological_process; GO:0009555 | pollen development | biological_process; GO:0010165 | response to X-ray | biological_process
Zm00026ab144520,,,Heme-binding-like protein chloroplastic,chr3,166975515,166976416,2,GO:0010287 | plastoglobule | cellular_component; GO:0020037 | heme binding | molecular_function
Zm00001eb143730,,,FSH1 domain-containing protein (Fragment),chr3,166979013,166980348,3,"GO:0006508 | proteolysis | biological_process; GO:0016787 | hydrolase activity | molecular_function; GO:0140096 | catalytic activity, acting on a protein | molecular_function"
Zm00034ab152900,,,E3 ubiquitin-protein ligase LUL4,chr3,166981277,166982637,2,GO:0044238 | primary metabolic process | biological_process; GO:0044260 | cellular macromolecule metabolic process | biological_process
Zm00027ab145560,,,DNA binding protein-like,chr3,166983245,166991659,3,GO:0003677 | DNA binding | molecular_function; GO:0006260 | DNA replication | biological_process; GO:0006281 | DNA repair | biological_process
Zm00034ab152930,,,Leucine-rich repeat receptor protein kinase EMS1,chr3,166990615,166997853,11,GO:0004672 | protein kinase activity | molecular_function; GO:0004888 | transmembrane signaling receptor activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005886 | plasma membrane | cellular_component; GO:0006468 | protein phosphorylation | biological_process; GO:0009554 | megasporogenesis | biological_process; GO:0009556 | microsporogenesis | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0018212 | peptidyl-tyrosine modification | biological_process; GO:0033612 | receptor serine/threonine kinase binding | molecular_function; GO:0048658 | anther wall tapetum development | biological_process
Zm00036ab147920,,,,chr3,167013700,167015524,1,GO:0016021 | integral component of membrane | cellular_component
Zm00024ab145860,,,Transcription and mRNA export factor ENY2,chr3,167013791,167016403,15,GO:0000124 | SAGA complex | cellular_component; GO:0003682 | chromatin binding | molecular_function; GO:0003713 | transcription coactivator activity | molecular_function; GO:0005643 | nuclear pore | cellular_component; GO:0006357 | regulation of transcription by RNA polymerase II | biological_process; GO:0006368 | transcription elongation by RNA polymerase II promoter | biological_process; GO:0006405 | RNA export from nucleus | biological_process; GO:0015031 | protein transport | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016578 | histone deubiquitination | biological_process; GO:0045893 | positive regulation of DNA-templated transcription | biological_process; GO:0051028 | mRNA transport | biological_process; GO:0070390 | transcription export complex 2 | cellular_component; GO:0071427 |  | ; GO:0071819 | DUBm complex | cellular_component
Zm00035ab147970,,,Putative CBL-interacting protein kinase family protein,chr3,167014155,167014751,3,GO:0004672 | protein kinase activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0006468 | protein phosphorylation | biological_process
Zm00029ab148450,,,Auxin efflux carrier component,chr3,167016590,167020796,11,GO:0005783 | endoplasmic reticulum | cellular_component; GO:0005886 | plasma membrane | cellular_component; GO:0009555 | pollen development | biological_process; GO:0009734 | auxin-activated signaling pathway | biological_process; GO:0009926 | auxin polar transport | biological_process; GO:0010252 | auxin homeostasis | biological_process; GO:0010315 | auxin export across the plasma membrane | biological_process; GO:0010329 | auxin efflux transmembrane transporter activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0055085 | transmembrane transport | biological_process; GO:0080162 | endoplasmic reticulum to cytosol auxin transport | biological_process
Zm00024ab145870,,,Triacylglycerol lipase 2-like,chr3,167017108,167020087,2,GO:0005886 | plasma membrane | cellular_component; GO:0016021 | integral component of membrane | cellular_component
Zm00029ab148460,,,AB hydrolase-1 domain-containing protein,chr3,167019007,167037800,1,GO:0016787 | hydrolase activity | molecular_function
Zm00041ab149210,,,MYND-type domain-containing protein,chr3,167020556,167022598,1,GO:0046872 | metal ion binding | molecular_function
Zm00033ab152150,,,Protein-S-isoprenylcysteine O-methyltransferase,chr3,167025038,167042587,4,GO:0004671 | protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity | molecular_function; GO:0005789 | endoplasmic reticulum membrane | cellular_component; GO:0006481 | C-terminal protein methylation | biological_process; GO:0016021 | integral component of membrane | cellular_component
Zm00020ab145080,,,Mitochondrial import inner membrane translocase subunit tim16,chr3,167041006,167043736,14,GO:0002237 | response to molecule of bacterial origin | biological_process; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005744 | TIM23 mitochondrial import inner membrane translocase complex | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0006952 | defense response | biological_process; GO:0009734 | auxin-activated signaling pathway | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0030150 | protein import into mitochondrial matrix | biological_process; GO:1900425 | negative regulation of defense response to bacterium | biological_process; GO:1902009 | positive regulation of toxin transport | biological_process; GO:1902289 | negative regulation of defense response to oomycetes | biological_process; GO:2000012 | regulation of auxin polar transport | biological_process; GO:2000378 | negative regulation of reactive oxygen species metabolic process | biological_process
Zm00025ab148710,,,Sucrose-phosphate synthase,chr3,167042981,167048903,7,GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005794 | Golgi apparatus | cellular_component; GO:0005986 | sucrose biosynthetic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016157 | sucrose synthase activity | molecular_function; GO:0046524 | sucrose-phosphate synthase activity | molecular_function
Zm00033ab152160,,,BTB/POZ and TAZ domain-containing protein 1,chr3,167043015,167047006,12,GO:0005516 | calmodulin binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0009553 | embryo sac development | biological_process; GO:0009555 | pollen development | biological_process; GO:0009733 | response to auxin | biological_process; GO:0009751 | response to salicylic acid | biological_process; GO:0016567 | protein ubiquitination | biological_process; GO:0016740 | transferase activity | molecular_function; GO:0042542 | response to hydrogen peroxide | biological_process; GO:0046872 | metal ion binding | molecular_function
Zm00022ab144970,,,Selenium-binding protein 2,chr3,167049643,167053064,7,GO:0005576 | extracellular region | cellular_component; GO:0005840 | ribosome | cellular_component; GO:0006470 | protein dephosphorylation | biological_process; GO:0008430 | selenium binding | molecular_function; GO:0018549 | methanethiol oxidase activity | molecular_function; GO:0106306 |  | ; GO:0106307 |  | 
Zm00035ab147980,,,Phosphoenolpyruvate carboxylase,chr3,167052280,167053557,6,GO:0003899 | DNA-directed 5'-3' RNA polymerase activity | molecular_function; GO:0004197 | cysteine-type endopeptidase activity | molecular_function; GO:0005615 | extracellular space | cellular_component; GO:0005764 | lysosome | cellular_component; GO:0032774 | RNA biosynthetic process | biological_process; GO:0051603 | proteolysis involved in protein catabolic process | biological_process
Zm00034ab152940,,,Zinc finger CCCH domain-containing protein 33,chr3,167060155,167065013,5,GO:0003677 | DNA binding | molecular_function; GO:0003729 | mRNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0046872 | metal ion binding | molecular_function
Zm00020ab145090,VP1,,Regulatory protein viviparous-1,chr3,167062408,167066987,15,GO:0003677 | DNA binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005515 | protein binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005829 | cytosol | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0009657 | plastid organization | biological_process; GO:0009733 | response to auxin | biological_process; GO:0009737 | response to abscisic acid | biological_process; GO:0009755 | hormone-mediated signaling pathway | biological_process; GO:0009793 | embryo development ending in seed dormancy | biological_process; GO:0031930 | mitochondria-nucleus signaling pathway | biological_process; GO:0071396 | cellular response to lipid | biological_process; GO:0097306 | cellular response to alcohol | biological_process; GO:1903508 | positive regulation of nucleic acid-templated transcription | biological_process
Zm00038ab146030,,,Dynamin-related protein 3A,chr3,167063585,167075150,8,GO:0003924 | GTPase activity | molecular_function; GO:0005525 | GTP binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0005874 | microtubule | cellular_component; GO:0008017 | microtubule binding | molecular_function; GO:0016020 | membrane | cellular_component; GO:0043231 | intracellular membrane-bounded organelle | cellular_component
Zm00024ab145880,,,Serine/arginine-rich splicing factor SR45a,chr3,167065598,167066180,3,"GO:0003723 | RNA binding | molecular_function; GO:0005681 | spliceosomal complex | cellular_component; GO:0048026 | positive regulation of mRNA splicing, via spliceosome | biological_process"
Zm00034ab152950,,,CRP7-Cysteine-rich family protein expressed,chr3,167065792,167066848,2,GO:0016021 | integral component of membrane | cellular_component; GO:0016787 | hydrolase activity | molecular_function
Zm00041ab149230,,,mitochondrial import receptor subunit TOM20-like,chr3,167068176,167073740,3,GO:0005742 | mitochondrial outer membrane translocase complex | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0045040 | protein insertion into mitochondrial outer membrane | biological_process
Zm00020ab145110,,,ABC transporter domain-containing protein,chr3,167069681,167075314,10,GO:0005524 | ATP binding | molecular_function; GO:0005739 | mitochondrion | cellular_component; GO:0005887 | integral component of plasma membrane | cellular_component; GO:0009941 | chloroplast envelope | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016787 | hydrolase activity | molecular_function; GO:0031226 | intrinsic component of plasma membrane | cellular_component; GO:0042170 | plastid membrane | cellular_component; GO:0055085 | transmembrane transport | biological_process; GO:0140359 | ABC-type transporter activity | molecular_function
Zm00034ab152960,,,Peptidase S1,chr3,167071548,167074886,1,GO:0043231 | intracellular membrane-bounded organelle | cellular_component
Zm00035ab148000,,,Signal peptide peptidase-like 3,chr3,167071618,167084770,8,GO:0000325 | plant-type vacuole | cellular_component; GO:0004190 | aspartic-type endopeptidase activity | molecular_function; GO:0005765 | lysosomal membrane | cellular_component; GO:0006508 | proteolysis | biological_process; GO:0010008 | endosome membrane | cellular_component; GO:0030660 | Golgi-associated vesicle membrane | cellular_component; GO:0071458 | integral component of cytoplasmic side of endoplasmic reticulum membrane | cellular_component; GO:0071556 | integral component of lumenal side of endoplasmic reticulum membrane | cellular_component
Zm00024ab145890,,,CBS domain-containing protein CBSX6,chr3,167079140,167083595,10,GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0005773 | vacuole | cellular_component; GO:0006468 | protein phosphorylation | biological_process; GO:0016208 | AMP binding | molecular_function; GO:0019887 | protein kinase regulator activity | molecular_function; GO:0019901 | protein kinase binding | molecular_function; GO:0031588 | nucleotide-activated protein kinase complex | cellular_component; GO:0042149 | cellular response to glucose starvation | biological_process; GO:0050790 | regulation of catalytic activity | biological_process
Zm00020ab145120,,,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,chr3,167081676,167089542,18,GO:0001522 | pseudouridine synthesis | biological_process; GO:0003743 | translation initiation factor activity | molecular_function; GO:0005739 | mitochondrion | cellular_component; GO:0005774 | vacuolar membrane | cellular_component; GO:0005794 | Golgi apparatus | cellular_component; GO:0005852 | eukaryotic translation initiation factor 3 complex | cellular_component; GO:0005886 | plasma membrane | cellular_component; GO:0006364 | rRNA processing | biological_process; GO:0006413 | translational initiation | biological_process; GO:0006487 | protein N-linked glycosylation | biological_process; GO:0008250 | oligosaccharyltransferase complex | cellular_component; GO:0009409 | response to cold | biological_process; GO:0009505 | plant-type cell wall | cellular_component; GO:0009506 | plasmodesma | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016740 | transferase activity | molecular_function; GO:0030515 | snoRNA binding | molecular_function; GO:0031369 | translation initiation factor binding | molecular_function
Zm00041ab149250,,,Exocyst subunit Exo70 family protein (Fragment),chr3,167081704,167084975,4,GO:0000145 | exocyst | cellular_component; GO:0005829 | cytosol | cellular_component; GO:0006887 | exocytosis | biological_process; GO:0015031 | protein transport | biological_process
Zm00032ab147320,,,Sucrose-phosphate synthase,chr3,167084838,167090760,7,GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005794 | Golgi apparatus | cellular_component; GO:0005986 | sucrose biosynthetic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016157 | sucrose synthase activity | molecular_function; GO:0046524 | sucrose-phosphate synthase activity | molecular_function
Zm00019ab135970,,,Sucrose-phosphate synthase,chr3,167111211,167117544,9,"GO:0000981 | DNA-binding transcription factor activity, RNA polymerase II-specific | molecular_function; GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005794 | Golgi apparatus | cellular_component; GO:0005986 | sucrose biosynthetic process | biological_process; GO:0006357 | regulation of transcription by RNA polymerase II | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016157 | sucrose synthase activity | molecular_function; GO:0046524 | sucrose-phosphate synthase activity | molecular_function"
Zm00023ab147530,,,Phosphoenolpyruvate carboxylase,chr3,167113754,167115120,6,GO:0003899 | DNA-directed 5'-3' RNA polymerase activity | molecular_function; GO:0004197 | cysteine-type endopeptidase activity | molecular_function; GO:0005615 | extracellular space | cellular_component; GO:0005764 | lysosome | cellular_component; GO:0032774 | RNA biosynthetic process | biological_process; GO:0051603 | proteolysis involved in protein catabolic process | biological_process
Zm00027ab145590,,,Lysine ketoglutarate reductase trans-splicing related 1,chr3,167120796,167125010,1,GO:0016021 | integral component of membrane | cellular_component
Zm00041ab149270,,,Putative arabinosyltransferase ARAD1,chr3,167121890,167126095,7,GO:0004573 | Glc3Man9GlcNAc2 oligosaccharide glucosidase activity | molecular_function; GO:0005794 | Golgi apparatus | cellular_component; GO:0006486 | protein glycosylation | biological_process; GO:0006952 | defense response | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016757 | glycosyltransferase activity | molecular_function; GO:0098588 | bounding membrane of organelle | cellular_component
Zm00038ab146060,,,Transcription and mRNA export factor ENY2,chr3,167128075,167130723,16,GO:0000124 | SAGA complex | cellular_component; GO:0003682 | chromatin binding | molecular_function; GO:0003713 | transcription coactivator activity | molecular_function; GO:0005643 | nuclear pore | cellular_component; GO:0006325 | chromatin organization | biological_process; GO:0006357 | regulation of transcription by RNA polymerase II | biological_process; GO:0006368 | transcription elongation by RNA polymerase II promoter | biological_process; GO:0006405 | RNA export from nucleus | biological_process; GO:0015031 | protein transport | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016578 | histone deubiquitination | biological_process; GO:0045893 | positive regulation of DNA-templated transcription | biological_process; GO:0051028 | mRNA transport | biological_process; GO:0070390 | transcription export complex 2 | cellular_component; GO:0071427 |  | ; GO:0071819 | DUBm complex | cellular_component
Zm00034ab152970,,,Methanethiol oxidase,chr3,167130467,167133747,6,GO:0005840 | ribosome | cellular_component; GO:0006470 | protein dephosphorylation | biological_process; GO:0008430 | selenium binding | molecular_function; GO:0018549 | methanethiol oxidase activity | molecular_function; GO:0106306 |  | ; GO:0106307 |  | 
Zm00038ab146070,,,,chr3,167131268,167134401,1,GO:0016021 | integral component of membrane | cellular_component
Zm00024ab145900,,,Acyl-[acyl-carrier-protein] desaturase,chr3,167131656,167136798,16,GO:0004768 | stearoyl-CoA 9-desaturase activity | molecular_function; GO:0006633 | fatty acid biosynthetic process | biological_process; GO:0006952 | defense response | biological_process; GO:0006955 | immune response | biological_process; GO:0009536 | plastid | cellular_component; GO:0009579 | thylakoid | cellular_component; GO:0009615 | response to virus | biological_process; GO:0009617 | response to bacterium | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0031984 | organelle subcompartment | cellular_component; GO:0033559 | unsaturated fatty acid metabolic process | biological_process; GO:0045300 | acyl-[acyl-carrier-protein] desaturase activity | molecular_function; GO:0046872 | metal ion binding | molecular_function; GO:0102786 | stearoyl-[acp] desaturase activity | molecular_function; GO:2000022 | regulation of jasmonic acid mediated signaling pathway | biological_process; GO:2000031 | regulation of salicylic acid mediated signaling pathway | biological_process
Zm00026ab144570,,,Protein arginine methyltransferase NDUFAF7,chr3,167147004,167152061,5,"GO:0005739 | mitochondrion | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0019918 | peptidyl-arginine methylation, to symmetrical-dimethyl arginine | biological_process; GO:0035243 | protein-arginine omega-N symmetric methyltransferase activity | molecular_function; GO:0051213 | dioxygenase activity | molecular_function"
Zm00026ab144580,,,BLISTER,chr3,167152007,167159543,1,GO:0040008 | regulation of growth | biological_process
Zm00023ab147540,,,Signal peptide peptidase-like 3,chr3,167161042,167169196,7,GO:0004190 | aspartic-type endopeptidase activity | molecular_function; GO:0005765 | lysosomal membrane | cellular_component; GO:0006508 | proteolysis | biological_process; GO:0010008 | endosome membrane | cellular_component; GO:0030660 | Golgi-associated vesicle membrane | cellular_component; GO:0071458 | integral component of cytoplasmic side of endoplasmic reticulum membrane | cellular_component; GO:0071556 | integral component of lumenal side of endoplasmic reticulum membrane | cellular_component
Zm00018ab149250,LOC100383357,,Sister chromatid cohesion 1 protein 4,chr3,167165163,167174637,8,GO:0000070 | mitotic sister chromatid segregation | biological_process; GO:0003682 | chromatin binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0007062 | sister chromatid cohesion | biological_process; GO:0007130 | synaptonemal complex assembly | biological_process; GO:0008278 | cohesin complex | cellular_component; GO:0070013 | intracellular organelle lumen | cellular_component; GO:1990414 | replication-born double-strand break repair via sister chromatid exchange | biological_process
