chr,start,end,gene_id,peak_pos,LOD,Phenotype,Env.Tester,Env,FPCA_Type,Tester,biotype,briefDescription,description,exceptionNote,id,length,name,note,primaryIdentifier,score,scoreType,secondaryIdentifier,source,status,symbol,organism.name,chromosome.primaryIdentifier,chromosomeLocation.start,chromosomeLocation.end,goAnnotation.ontologyTerm.identifier
chr3,181403132,181404390,Zm00001eb147150,181374432,7.62238946901147,FPC4_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740700.0,1259.0,,,Zm00001eb147150,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181403132.0,181404390.0,GO:0004553
chr3,181403132,181404390,Zm00001eb147150,181374432,7.62238946901147,FPC4_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740700.0,1259.0,,,Zm00001eb147150,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181403132.0,181404390.0,GO:0004568
chr3,181403132,181404390,Zm00001eb147150,181374432,7.62238946901147,FPC4_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740700.0,1259.0,,,Zm00001eb147150,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181403132.0,181404390.0,GO:0005576
chr3,181403132,181404390,Zm00001eb147150,181374432,7.62238946901147,FPC4_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740700.0,1259.0,,,Zm00001eb147150,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181403132.0,181404390.0,GO:0005634
chr3,181403132,181404390,Zm00001eb147150,181374432,7.62238946901147,FPC4_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740700.0,1259.0,,,Zm00001eb147150,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181403132.0,181404390.0,GO:0005975
chr3,181403132,181404390,Zm00001eb147150,181374432,7.62238946901147,FPC4_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740700.0,1259.0,,,Zm00001eb147150,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181403132.0,181404390.0,GO:0006355
chr3,181308683,181309890,Zm00001eb147040,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Senescence regulator,,216740374.0,1208.0,,,Zm00001eb147040,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181308683.0,181309890.0,GO:0016301
chr3,181308683,181309890,Zm00001eb147040,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Senescence regulator,,216740374.0,1208.0,,,Zm00001eb147040,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181308683.0,181309890.0,GO:0016310
chr3,181309993,181314212,Zm00001eb147050,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Sorting nexin 1,,216740385.0,4220.0,,,Zm00001eb147050,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181309993.0,181314212.0,GO:0005768
chr3,181309993,181314212,Zm00001eb147050,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Sorting nexin 1,,216740385.0,4220.0,,,Zm00001eb147050,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181309993.0,181314212.0,GO:0005771
chr3,181309993,181314212,Zm00001eb147050,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Sorting nexin 1,,216740385.0,4220.0,,,Zm00001eb147050,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181309993.0,181314212.0,GO:0005829
chr3,181309993,181314212,Zm00001eb147050,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Sorting nexin 1,,216740385.0,4220.0,,,Zm00001eb147050,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181309993.0,181314212.0,GO:0006623
chr3,181309993,181314212,Zm00001eb147050,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Sorting nexin 1,,216740385.0,4220.0,,,Zm00001eb147050,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181309993.0,181314212.0,GO:0006896
chr3,181309993,181314212,Zm00001eb147050,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Sorting nexin 1,,216740385.0,4220.0,,,Zm00001eb147050,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181309993.0,181314212.0,GO:0009958
chr3,181309993,181314212,Zm00001eb147050,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Sorting nexin 1,,216740385.0,4220.0,,,Zm00001eb147050,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181309993.0,181314212.0,GO:0010252
chr3,181309993,181314212,Zm00001eb147050,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Sorting nexin 1,,216740385.0,4220.0,,,Zm00001eb147050,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181309993.0,181314212.0,GO:0016020
chr3,181309993,181314212,Zm00001eb147050,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Sorting nexin 1,,216740385.0,4220.0,,,Zm00001eb147050,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181309993.0,181314212.0,GO:0030904
chr3,181309993,181314212,Zm00001eb147050,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Sorting nexin 1,,216740385.0,4220.0,,,Zm00001eb147050,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181309993.0,181314212.0,GO:0035091
chr3,181309993,181314212,Zm00001eb147050,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Sorting nexin 1,,216740385.0,4220.0,,,Zm00001eb147050,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181309993.0,181314212.0,GO:0048364
chr3,181326084,181328999,Zm00001eb147060,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,AB hydrolase-1 domain-containing protein,,216740534.0,2916.0,,,Zm00001eb147060,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181326084.0,181328999.0,GO:0003735
chr3,181326084,181328999,Zm00001eb147060,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,AB hydrolase-1 domain-containing protein,,216740534.0,2916.0,,,Zm00001eb147060,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181326084.0,181328999.0,GO:0005524
chr3,181326084,181328999,Zm00001eb147060,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,AB hydrolase-1 domain-containing protein,,216740534.0,2916.0,,,Zm00001eb147060,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181326084.0,181328999.0,GO:0005634
chr3,181326084,181328999,Zm00001eb147060,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,AB hydrolase-1 domain-containing protein,,216740534.0,2916.0,,,Zm00001eb147060,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181326084.0,181328999.0,GO:0005739
chr3,181326084,181328999,Zm00001eb147060,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,AB hydrolase-1 domain-containing protein,,216740534.0,2916.0,,,Zm00001eb147060,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181326084.0,181328999.0,GO:0005840
chr3,181326084,181328999,Zm00001eb147060,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,AB hydrolase-1 domain-containing protein,,216740534.0,2916.0,,,Zm00001eb147060,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181326084.0,181328999.0,GO:0006412
chr3,181326084,181328999,Zm00001eb147060,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,AB hydrolase-1 domain-containing protein,,216740534.0,2916.0,,,Zm00001eb147060,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181326084.0,181328999.0,GO:0009820
chr3,181326084,181328999,Zm00001eb147060,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,AB hydrolase-1 domain-containing protein,,216740534.0,2916.0,,,Zm00001eb147060,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181326084.0,181328999.0,GO:0016787
chr3,181327369,181328064,Zm00001eb147070,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,,,,,,,,,,,,,,,,,,,,
chr3,181332540,181336582,Zm00001eb147080,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Hemerythrin domain-containing protein,,216740599.0,4043.0,,,Zm00001eb147080,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181332540.0,181336582.0,GO:0055072
chr3,181356546,181361909,Zm00001eb147090,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,,,,,,,,,,,,,,,,,,,,
chr3,181366167,181368841,Zm00001eb147110,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Glucan endo-1,,216740659.0,2675.0,,,Zm00001eb147110,,,,B73 Zm00001eb.1,,LOC100283045,Zea mays,chr3,181366167.0,181368841.0,GO:0004553
chr3,181366167,181368841,Zm00001eb147110,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Glucan endo-1,,216740659.0,2675.0,,,Zm00001eb147110,,,,B73 Zm00001eb.1,,LOC100283045,Zea mays,chr3,181366167.0,181368841.0,GO:0005975
chr3,181366167,181368841,Zm00001eb147110,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Glucan endo-1,,216740659.0,2675.0,,,Zm00001eb147110,,,,B73 Zm00001eb.1,,LOC100283045,Zea mays,chr3,181366167.0,181368841.0,GO:0016021
chr3,181366167,181368841,Zm00001eb147110,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Glucan endo-1,,216740659.0,2675.0,,,Zm00001eb147110,,,,B73 Zm00001eb.1,,LOC100283045,Zea mays,chr3,181366167.0,181368841.0,GO:0046658
chr3,181373589,181374970,Zm00001eb147120,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740674.0,1382.0,,,Zm00001eb147120,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181373589.0,181374970.0,GO:0003676
chr3,181373589,181374970,Zm00001eb147120,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740674.0,1382.0,,,Zm00001eb147120,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181373589.0,181374970.0,GO:0004523
chr3,181373589,181374970,Zm00001eb147120,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740674.0,1382.0,,,Zm00001eb147120,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181373589.0,181374970.0,GO:0004553
chr3,181373589,181374970,Zm00001eb147120,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740674.0,1382.0,,,Zm00001eb147120,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181373589.0,181374970.0,GO:0005576
chr3,181373589,181374970,Zm00001eb147120,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740674.0,1382.0,,,Zm00001eb147120,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181373589.0,181374970.0,GO:0005975
chr3,181373589,181374970,Zm00001eb147120,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740674.0,1382.0,,,Zm00001eb147120,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181373589.0,181374970.0,GO:0016021
chr3,181373589,181374970,Zm00001eb147120,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740674.0,1382.0,,,Zm00001eb147120,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181373589.0,181374970.0,GO:0090502
chr3,181373589,181374970,Zm00001eb147120,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740674.0,1382.0,,,Zm00001eb147120,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181373589.0,181374970.0,GO:0003676
chr3,181373589,181374970,Zm00001eb147120,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740674.0,1382.0,,,Zm00001eb147120,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181373589.0,181374970.0,GO:0004523
chr3,181373589,181374970,Zm00001eb147120,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740674.0,1382.0,,,Zm00001eb147120,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181373589.0,181374970.0,GO:0004553
chr3,181373589,181374970,Zm00001eb147120,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740674.0,1382.0,,,Zm00001eb147120,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181373589.0,181374970.0,GO:0005576
chr3,181373589,181374970,Zm00001eb147120,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740674.0,1382.0,,,Zm00001eb147120,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181373589.0,181374970.0,GO:0005975
chr3,181373589,181374970,Zm00001eb147120,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740674.0,1382.0,,,Zm00001eb147120,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181373589.0,181374970.0,GO:0016021
chr3,181373589,181374970,Zm00001eb147120,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740674.0,1382.0,,,Zm00001eb147120,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181373589.0,181374970.0,GO:0090502
chr3,181400773,181402109,Zm00001eb147140,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740685.0,1337.0,,,Zm00001eb147140,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181400773.0,181402109.0,GO:0000976
chr3,181400773,181402109,Zm00001eb147140,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740685.0,1337.0,,,Zm00001eb147140,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181400773.0,181402109.0,GO:0004553
chr3,181400773,181402109,Zm00001eb147140,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740685.0,1337.0,,,Zm00001eb147140,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181400773.0,181402109.0,GO:0004568
chr3,181400773,181402109,Zm00001eb147140,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740685.0,1337.0,,,Zm00001eb147140,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181400773.0,181402109.0,GO:0005576
chr3,181400773,181402109,Zm00001eb147140,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740685.0,1337.0,,,Zm00001eb147140,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181400773.0,181402109.0,GO:0005634
chr3,181400773,181402109,Zm00001eb147140,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740685.0,1337.0,,,Zm00001eb147140,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181400773.0,181402109.0,GO:0005975
chr3,181400773,181402109,Zm00001eb147140,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740685.0,1337.0,,,Zm00001eb147140,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181400773.0,181402109.0,GO:0006032
chr3,181400773,181402109,Zm00001eb147140,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740685.0,1337.0,,,Zm00001eb147140,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181400773.0,181402109.0,GO:0006355
chr3,181400773,181402109,Zm00001eb147140,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740685.0,1337.0,,,Zm00001eb147140,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181400773.0,181402109.0,GO:0050832
chr3,181403132,181404390,Zm00001eb147150,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740700.0,1259.0,,,Zm00001eb147150,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181403132.0,181404390.0,GO:0000976
chr3,181403132,181404390,Zm00001eb147150,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740700.0,1259.0,,,Zm00001eb147150,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181403132.0,181404390.0,GO:0004553
chr3,181403132,181404390,Zm00001eb147150,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740700.0,1259.0,,,Zm00001eb147150,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181403132.0,181404390.0,GO:0004568
chr3,181403132,181404390,Zm00001eb147150,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740700.0,1259.0,,,Zm00001eb147150,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181403132.0,181404390.0,GO:0005576
chr3,181403132,181404390,Zm00001eb147150,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740700.0,1259.0,,,Zm00001eb147150,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181403132.0,181404390.0,GO:0005634
chr3,181403132,181404390,Zm00001eb147150,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740700.0,1259.0,,,Zm00001eb147150,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181403132.0,181404390.0,GO:0005975
chr3,181403132,181404390,Zm00001eb147150,181374432,6.74147120314807,FPC5_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Acidic endochitinase,,216740700.0,1259.0,,,Zm00001eb147150,,,,B73 Zm00001eb.1,,,Zea mays,chr3,181403132.0,181404390.0,GO:0006355
chr8,181572829,181578195,Zm00001eb371140,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Malic enzyme,,217886148.0,5367.0,,,Zm00001eb371140,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181572829.0,181578195.0,GO:0004471
chr8,181572829,181578195,Zm00001eb371140,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Malic enzyme,,217886148.0,5367.0,,,Zm00001eb371140,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181572829.0,181578195.0,GO:0004473
chr8,181572829,181578195,Zm00001eb371140,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Malic enzyme,,217886148.0,5367.0,,,Zm00001eb371140,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181572829.0,181578195.0,GO:0006090
chr8,181572829,181578195,Zm00001eb371140,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Malic enzyme,,217886148.0,5367.0,,,Zm00001eb371140,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181572829.0,181578195.0,GO:0006108
chr8,181572829,181578195,Zm00001eb371140,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Malic enzyme,,217886148.0,5367.0,,,Zm00001eb371140,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181572829.0,181578195.0,GO:0008948
chr8,181572829,181578195,Zm00001eb371140,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Malic enzyme,,217886148.0,5367.0,,,Zm00001eb371140,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181572829.0,181578195.0,GO:0009507
chr8,181572829,181578195,Zm00001eb371140,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Malic enzyme,,217886148.0,5367.0,,,Zm00001eb371140,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181572829.0,181578195.0,GO:0046872
chr8,181572829,181578195,Zm00001eb371140,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Malic enzyme,,217886148.0,5367.0,,,Zm00001eb371140,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181572829.0,181578195.0,GO:0051287
chr8,181580663,181585834,Zm00001eb371150,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Putative glutamate carboxypeptidase 2,,217886312.0,5172.0,,,Zm00001eb371150,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181580663.0,181585834.0,GO:0004180
chr8,181580663,181585834,Zm00001eb371150,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Putative glutamate carboxypeptidase 2,,217886312.0,5172.0,,,Zm00001eb371150,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181580663.0,181585834.0,GO:0006508
chr8,181580663,181585834,Zm00001eb371150,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Putative glutamate carboxypeptidase 2,,217886312.0,5172.0,,,Zm00001eb371150,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181580663.0,181585834.0,GO:0008235
chr8,181580663,181585834,Zm00001eb371150,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Putative glutamate carboxypeptidase 2,,217886312.0,5172.0,,,Zm00001eb371150,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181580663.0,181585834.0,GO:0016021
chr8,181604609,181606322,Zm00001eb371160,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Pectinesterase,,217886612.0,1714.0,,,Zm00001eb371160,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181604609.0,181606322.0,GO:0005618
chr8,181604609,181606322,Zm00001eb371160,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Pectinesterase,,217886612.0,1714.0,,,Zm00001eb371160,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181604609.0,181606322.0,GO:0016021
chr8,181604609,181606322,Zm00001eb371160,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Pectinesterase,,217886612.0,1714.0,,,Zm00001eb371160,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181604609.0,181606322.0,GO:0016829
chr8,181604609,181606322,Zm00001eb371160,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Pectinesterase,,217886612.0,1714.0,,,Zm00001eb371160,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181604609.0,181606322.0,GO:0030599
chr8,181604609,181606322,Zm00001eb371160,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Pectinesterase,,217886612.0,1714.0,,,Zm00001eb371160,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181604609.0,181606322.0,GO:0042545
chr8,181604609,181606322,Zm00001eb371160,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Pectinesterase,,217886612.0,1714.0,,,Zm00001eb371160,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181604609.0,181606322.0,GO:0045330
chr8,181604609,181606322,Zm00001eb371160,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Pectinesterase,,217886612.0,1714.0,,,Zm00001eb371160,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181604609.0,181606322.0,GO:0045490
chr8,181676879,181678291,Zm00001eb371170,181677461,6.30795240387557,FPC6_NGRDI,WIH2.2021.PHK76,WIH2.2021,AGDD,PHK76,protein_coding,,Calmodulin-binding protein-like,,217886658.0,1413.0,,,Zm00001eb371170,,,,B73 Zm00001eb.1,,,Zea mays,chr8,181676879.0,181678291.0,GO:0005516
