chr,start,end,gene_id,peak_pos,LOD,Phenotype,Env.Tester,Env,Tester,biotype,briefDescription,description,exceptionNote,id,length,name,note,primaryIdentifier,score,scoreType,secondaryIdentifier,source,status,symbol,organism.name,chromosome.primaryIdentifier,chromosomeLocation.start,chromosomeLocation.end,goAnnotation.ontologyTerm.identifier
chr8,139028952,139031445,Zm00001eb356300,138993684,6.08002007284132,DTS.BLUE,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Abscisic acid 8'-hydroxylase 4,,217804454.0,2494.0,,,Zm00001eb356300,,,,B73 Zm00001eb.1,,,Zea mays,chr8,139028952.0,139031445.0,GO:0016491
chr8,139028952,139031445,Zm00001eb356300,138993684,6.08002007284132,DTS.BLUE,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Abscisic acid 8'-hydroxylase 4,,217804454.0,2494.0,,,Zm00001eb356300,,,,B73 Zm00001eb.1,,,Zea mays,chr8,139028952.0,139031445.0,GO:0016705
chr8,139028952,139031445,Zm00001eb356300,138993684,6.08002007284132,DTS.BLUE,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Abscisic acid 8'-hydroxylase 4,,217804454.0,2494.0,,,Zm00001eb356300,,,,B73 Zm00001eb.1,,,Zea mays,chr8,139028952.0,139031445.0,GO:0020037
chr8,139031879,139033272,Zm00001eb356310,138993684,6.08002007284132,DTS.BLUE,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,,,217804502.0,1394.0,,,Zm00001eb356310,,,,B73 Zm00001eb.1,,,Zea mays,chr8,139031879.0,139033272.0,GO:0003676
chr8,139033519,139037507,Zm00001eb356320,138993684,6.08002007284132,DTS.BLUE,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Peroxin-14,,217804513.0,3989.0,,,Zm00001eb356320,,,,B73 Zm00001eb.1,,LOC100283640,Zea mays,chr8,139033519.0,139037507.0,GO:0004842
chr8,139033519,139037507,Zm00001eb356320,138993684,6.08002007284132,DTS.BLUE,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Peroxin-14,,217804513.0,3989.0,,,Zm00001eb356320,,,,B73 Zm00001eb.1,,LOC100283640,Zea mays,chr8,139033519.0,139037507.0,GO:0005102
chr8,139033519,139037507,Zm00001eb356320,138993684,6.08002007284132,DTS.BLUE,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Peroxin-14,,217804513.0,3989.0,,,Zm00001eb356320,,,,B73 Zm00001eb.1,,LOC100283640,Zea mays,chr8,139033519.0,139037507.0,GO:0005777
chr8,139033519,139037507,Zm00001eb356320,138993684,6.08002007284132,DTS.BLUE,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Peroxin-14,,217804513.0,3989.0,,,Zm00001eb356320,,,,B73 Zm00001eb.1,,LOC100283640,Zea mays,chr8,139033519.0,139037507.0,GO:0005778
chr8,139033519,139037507,Zm00001eb356320,138993684,6.08002007284132,DTS.BLUE,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Peroxin-14,,217804513.0,3989.0,,,Zm00001eb356320,,,,B73 Zm00001eb.1,,LOC100283640,Zea mays,chr8,139033519.0,139037507.0,GO:0010182
chr8,139033519,139037507,Zm00001eb356320,138993684,6.08002007284132,DTS.BLUE,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Peroxin-14,,217804513.0,3989.0,,,Zm00001eb356320,,,,B73 Zm00001eb.1,,LOC100283640,Zea mays,chr8,139033519.0,139037507.0,GO:0016021
chr8,139033519,139037507,Zm00001eb356320,138993684,6.08002007284132,DTS.BLUE,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Peroxin-14,,217804513.0,3989.0,,,Zm00001eb356320,,,,B73 Zm00001eb.1,,LOC100283640,Zea mays,chr8,139033519.0,139037507.0,GO:0016560
chr8,139033519,139037507,Zm00001eb356320,138993684,6.08002007284132,DTS.BLUE,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Peroxin-14,,217804513.0,3989.0,,,Zm00001eb356320,,,,B73 Zm00001eb.1,,LOC100283640,Zea mays,chr8,139033519.0,139037507.0,GO:0016567
chr8,139033519,139037507,Zm00001eb356320,138993684,6.08002007284132,DTS.BLUE,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Peroxin-14,,217804513.0,3989.0,,,Zm00001eb356320,,,,B73 Zm00001eb.1,,LOC100283640,Zea mays,chr8,139033519.0,139037507.0,GO:0031903
chr8,139033519,139037507,Zm00001eb356320,138993684,6.08002007284132,DTS.BLUE,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Peroxin-14,,217804513.0,3989.0,,,Zm00001eb356320,,,,B73 Zm00001eb.1,,LOC100283640,Zea mays,chr8,139033519.0,139037507.0,GO:1990429
chr4,7960825,7967557,Zm00001eb167370,8035843,6.3198616949718,ASI,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,RING-CH-type domain-containing protein,,216854128.0,6733.0,,,Zm00001eb167370,,,,B73 Zm00001eb.1,,,Zea mays,chr4,7960825.0,7967557.0,GO:0004842
chr4,7960825,7967557,Zm00001eb167370,8035843,6.3198616949718,ASI,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,RING-CH-type domain-containing protein,,216854128.0,6733.0,,,Zm00001eb167370,,,,B73 Zm00001eb.1,,,Zea mays,chr4,7960825.0,7967557.0,GO:0008270
chr4,7960825,7967557,Zm00001eb167370,8035843,6.3198616949718,ASI,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,RING-CH-type domain-containing protein,,216854128.0,6733.0,,,Zm00001eb167370,,,,B73 Zm00001eb.1,,,Zea mays,chr4,7960825.0,7967557.0,GO:0016021
chr4,7960825,7967557,Zm00001eb167370,8035843,6.3198616949718,ASI,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,RING-CH-type domain-containing protein,,216854128.0,6733.0,,,Zm00001eb167370,,,,B73 Zm00001eb.1,,,Zea mays,chr4,7960825.0,7967557.0,GO:0016567
chr4,7960825,7967557,Zm00001eb167370,8035843,6.3198616949718,ASI,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,RING-CH-type domain-containing protein,,216854128.0,6733.0,,,Zm00001eb167370,,,,B73 Zm00001eb.1,,,Zea mays,chr4,7960825.0,7967557.0,GO:0016874
chr4,8017637,8018421,Zm00001eb167380,8035843,6.3198616949718,ASI,TXH1.2020.PHZ51,TXH1.2020,PHZ51,,,,,,,,,,,,,,,,,,,,
chr4,8023323,8023675,Zm00001eb167390,8035843,6.3198616949718,ASI,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,,,216854264.0,353.0,,,Zm00001eb167390,,,,B73 Zm00001eb.1,,,Zea mays,chr4,8023323.0,8023675.0,GO:0000993
chr4,8023323,8023675,Zm00001eb167390,8035843,6.3198616949718,ASI,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,,,216854264.0,353.0,,,Zm00001eb167390,,,,B73 Zm00001eb.1,,,Zea mays,chr4,8023323.0,8023675.0,GO:0005694
chr4,8023323,8023675,Zm00001eb167390,8035843,6.3198616949718,ASI,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,,,216854264.0,353.0,,,Zm00001eb167390,,,,B73 Zm00001eb.1,,,Zea mays,chr4,8023323.0,8023675.0,GO:0006283
chr4,8023323,8023675,Zm00001eb167390,8035843,6.3198616949718,ASI,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,,,216854264.0,353.0,,,Zm00001eb167390,,,,B73 Zm00001eb.1,,,Zea mays,chr4,8023323.0,8023675.0,GO:0009411
chr4,8024058,8024462,Zm00001eb167400,8035843,6.3198616949718,ASI,TXH1.2020.PHZ51,TXH1.2020,PHZ51,,,,,,,,,,,,,,,,,,,,
chr4,8027347,8028311,Zm00001eb167410,8035843,6.3198616949718,ASI,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Putative calcium-binding protein CML45,,216854284.0,965.0,,,Zm00001eb167410,,,,B73 Zm00001eb.1,,,Zea mays,chr4,8027347.0,8028311.0,GO:0005509
chr4,8027347,8028311,Zm00001eb167410,8035843,6.3198616949718,ASI,TXH1.2020.PHZ51,TXH1.2020,PHZ51,protein_coding,,Putative calcium-binding protein CML45,,216854284.0,965.0,,,Zm00001eb167410,,,,B73 Zm00001eb.1,,,Zea mays,chr4,8027347.0,8028311.0,GO:0016021
chr4,8035299,8038137,Zm00001eb167430,8035843,6.3198616949718,ASI,TXH1.2020.PHZ51,TXH1.2020,PHZ51,,,,,,,,,,,,,,,,,,,,
chr8,138824641,138824931,Zm00001eb356250,138924882,7.35953966249032,DTS.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,,,217804347.0,291.0,,,Zm00001eb356250,,,,B73 Zm00001eb.1,,,Zea mays,chr8,138824641.0,138824931.0,GO:0016020
chr8,138824641,138824931,Zm00001eb356250,138924882,7.35953966249032,DTS.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,,,217804347.0,291.0,,,Zm00001eb356250,,,,B73 Zm00001eb.1,,,Zea mays,chr8,138824641.0,138824931.0,GO:0031410
chr8,138924154,138926944,Zm00001eb356260,138924882,7.35953966249032,DTS.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,,,217804356.0,2791.0,,,Zm00001eb356260,,,,B73 Zm00001eb.1,,,Zea mays,chr8,138924154.0,138926944.0,GO:0016021
chr8,138926812,138928223,Zm00001eb356270,138924882,7.35953966249032,DTS.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,Exonuclease domain-containing protein,,217804409.0,1412.0,,,Zm00001eb356270,,,,B73 Zm00001eb.1,,,Zea mays,chr8,138926812.0,138928223.0,GO:0003676
chr8,138926812,138928223,Zm00001eb356270,138924882,7.35953966249032,DTS.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,Exonuclease domain-containing protein,,217804409.0,1412.0,,,Zm00001eb356270,,,,B73 Zm00001eb.1,,,Zea mays,chr8,138926812.0,138928223.0,GO:0008408
chr8,138926812,138928223,Zm00001eb356270,138924882,7.35953966249032,DTS.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,Exonuclease domain-containing protein,,217804409.0,1412.0,,,Zm00001eb356270,,,,B73 Zm00001eb.1,,,Zea mays,chr8,138926812.0,138928223.0,GO:0016740
chr8,138926812,138928223,Zm00001eb356270,138924882,7.35953966249032,DTS.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,Exonuclease domain-containing protein,,217804409.0,1412.0,,,Zm00001eb356270,,,,B73 Zm00001eb.1,,,Zea mays,chr8,138926812.0,138928223.0,GO:0090305
chr8,138992722,138993764,Zm00001eb356280,138924882,7.35953966249032,DTS.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,small EDRK-rich factor 2,,217804424.0,1043.0,,,Zm00001eb356280,,,,B73 Zm00001eb.1,,,Zea mays,chr8,138992722.0,138993764.0,GO:0005576
chr8,138992722,138993764,Zm00001eb356280,138924882,7.35953966249032,DTS.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,small EDRK-rich factor 2,,217804424.0,1043.0,,,Zm00001eb356280,,,,B73 Zm00001eb.1,,,Zea mays,chr8,138992722.0,138993764.0,GO:0043068
chr8,138992939,138993761,Zm00001eb356290,138924882,7.35953966249032,DTS.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,,,,,,,,,,,,,,,,,,,,
chr10,130058582,130062333,Zm00001eb425650,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,SANT domain-containing protein,,218158221.0,3752.0,,,Zm00001eb425650,,,,B73 Zm00001eb.1,,,Zea mays,chr10,130058582.0,130062333.0,GO:0005634
chr10,130088380,130094097,Zm00001eb425660,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,NLP transcription factor (Fragment),,218158256.0,5718.0,,,Zm00001eb425660,,,,B73 Zm00001eb.1,,,Zea mays,chr10,130088380.0,130094097.0,GO:0003677
chr10,130088380,130094097,Zm00001eb425660,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,NLP transcription factor (Fragment),,218158256.0,5718.0,,,Zm00001eb425660,,,,B73 Zm00001eb.1,,,Zea mays,chr10,130088380.0,130094097.0,GO:0003700
chr10,130088380,130094097,Zm00001eb425660,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,NLP transcription factor (Fragment),,218158256.0,5718.0,,,Zm00001eb425660,,,,B73 Zm00001eb.1,,,Zea mays,chr10,130088380.0,130094097.0,GO:0005634
chr10,130088380,130094097,Zm00001eb425660,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,NLP transcription factor (Fragment),,218158256.0,5718.0,,,Zm00001eb425660,,,,B73 Zm00001eb.1,,,Zea mays,chr10,130088380.0,130094097.0,GO:0006355
chr10,130088380,130094097,Zm00001eb425660,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,NLP transcription factor (Fragment),,218158256.0,5718.0,,,Zm00001eb425660,,,,B73 Zm00001eb.1,,,Zea mays,chr10,130088380.0,130094097.0,GO:0016021
chr10,130122648,130124576,Zm00001eb425670,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,,,,,,,,,,,,,,,,,,,,
chr10,130123175,130124574,Zm00001eb425680,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,serine/threonine-protein kinase pakD isoform X2,,218158323.0,1400.0,,,Zm00001eb425680,,,,B73 Zm00001eb.1,,LOC103498954,Zea mays,chr10,130123175.0,130124574.0,GO:0005742
chr10,130123175,130124574,Zm00001eb425680,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,serine/threonine-protein kinase pakD isoform X2,,218158323.0,1400.0,,,Zm00001eb425680,,,,B73 Zm00001eb.1,,LOC103498954,Zea mays,chr10,130123175.0,130124574.0,GO:0008320
chr10,130123175,130124574,Zm00001eb425680,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,serine/threonine-protein kinase pakD isoform X2,,218158323.0,1400.0,,,Zm00001eb425680,,,,B73 Zm00001eb.1,,LOC103498954,Zea mays,chr10,130123175.0,130124574.0,GO:0016301
chr10,130123175,130124574,Zm00001eb425680,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,serine/threonine-protein kinase pakD isoform X2,,218158323.0,1400.0,,,Zm00001eb425680,,,,B73 Zm00001eb.1,,LOC103498954,Zea mays,chr10,130123175.0,130124574.0,GO:0016310
chr10,130123175,130124574,Zm00001eb425680,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,serine/threonine-protein kinase pakD isoform X2,,218158323.0,1400.0,,,Zm00001eb425680,,,,B73 Zm00001eb.1,,LOC103498954,Zea mays,chr10,130123175.0,130124574.0,GO:0030150
chr10,130125821,130126250,Zm00001eb425690,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,,,218158351.0,430.0,,,Zm00001eb425690,,,,B73 Zm00001eb.1,,,Zea mays,chr10,130125821.0,130126250.0,GO:0032196
chr10,130128479,130132030,Zm00001eb425700,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,( )-neomenthol dehydrogenase,,218158366.0,3552.0,,,Zm00001eb425700,,,,B73 Zm00001eb.1,,,Zea mays,chr10,130128479.0,130132030.0,GO:0016020
chr10,130128479,130132030,Zm00001eb425700,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,( )-neomenthol dehydrogenase,,218158366.0,3552.0,,,Zm00001eb425700,,,,B73 Zm00001eb.1,,,Zea mays,chr10,130128479.0,130132030.0,GO:0016491
chr10,130133641,130134511,Zm00001eb425710,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,Adenosylhomocysteinase,,218158389.0,871.0,,,Zm00001eb425710,,,,B73 Zm00001eb.1,,,Zea mays,chr10,130133641.0,130134511.0,GO:0016021
chr10,130135538,130141777,Zm00001eb425720,130092379,6.40766764277472,Yield.t.ha.BLUE,TXH2.2020.PHZ51,TXH2.2020,PHZ51,protein_coding,,Transcription activator factor,,218158400.0,6240.0,,,Zm00001eb425720,,,,B73 Zm00001eb.1,,LOC100282694,Zea mays,chr10,130135538.0,130141777.0,GO:0016021
chr3,170816613,170817362,Zm00001eb144340,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,,,,,,,,,,,,,,,,,,,,
chr3,170871268,170874626,Zm00001eb144350,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Peptide transporter 1 isoform 1,,216725051.0,3359.0,,,Zm00001eb144350,,,,B73 Zm00001eb.1,,,Zea mays,chr3,170871268.0,170874626.0,GO:0005886
chr3,170871268,170874626,Zm00001eb144350,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Peptide transporter 1 isoform 1,,216725051.0,3359.0,,,Zm00001eb144350,,,,B73 Zm00001eb.1,,,Zea mays,chr3,170871268.0,170874626.0,GO:0006817
chr3,170871268,170874626,Zm00001eb144350,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Peptide transporter 1 isoform 1,,216725051.0,3359.0,,,Zm00001eb144350,,,,B73 Zm00001eb.1,,,Zea mays,chr3,170871268.0,170874626.0,GO:0006857
chr3,170871268,170874626,Zm00001eb144350,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Peptide transporter 1 isoform 1,,216725051.0,3359.0,,,Zm00001eb144350,,,,B73 Zm00001eb.1,,,Zea mays,chr3,170871268.0,170874626.0,GO:0009860
chr3,170871268,170874626,Zm00001eb144350,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Peptide transporter 1 isoform 1,,216725051.0,3359.0,,,Zm00001eb144350,,,,B73 Zm00001eb.1,,,Zea mays,chr3,170871268.0,170874626.0,GO:0015031
chr3,170871268,170874626,Zm00001eb144350,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Peptide transporter 1 isoform 1,,216725051.0,3359.0,,,Zm00001eb144350,,,,B73 Zm00001eb.1,,,Zea mays,chr3,170871268.0,170874626.0,GO:0016021
chr3,170871268,170874626,Zm00001eb144350,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Peptide transporter 1 isoform 1,,216725051.0,3359.0,,,Zm00001eb144350,,,,B73 Zm00001eb.1,,,Zea mays,chr3,170871268.0,170874626.0,GO:0022857
chr3,170871268,170874626,Zm00001eb144350,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Peptide transporter 1 isoform 1,,216725051.0,3359.0,,,Zm00001eb144350,,,,B73 Zm00001eb.1,,,Zea mays,chr3,170871268.0,170874626.0,GO:0055085
chr3,170915124,170918158,Zm00001eb144360,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Esterase,,216725137.0,3035.0,,,Zm00001eb144360,,,,B73 Zm00001eb.1,,,Zea mays,chr3,170915124.0,170918158.0,GO:0016787
chr3,170918227,170925988,Zm00001eb144370,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Thimet oligopeptidase,,216725152.0,7762.0,,,Zm00001eb144370,,,,B73 Zm00001eb.1,,,Zea mays,chr3,170918227.0,170925988.0,GO:0004222
chr3,170918227,170925988,Zm00001eb144370,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Thimet oligopeptidase,,216725152.0,7762.0,,,Zm00001eb144370,,,,B73 Zm00001eb.1,,,Zea mays,chr3,170918227.0,170925988.0,GO:0006508
chr3,170918227,170925988,Zm00001eb144370,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Thimet oligopeptidase,,216725152.0,7762.0,,,Zm00001eb144370,,,,B73 Zm00001eb.1,,,Zea mays,chr3,170918227.0,170925988.0,GO:0006518
chr3,170918227,170925988,Zm00001eb144370,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Thimet oligopeptidase,,216725152.0,7762.0,,,Zm00001eb144370,,,,B73 Zm00001eb.1,,,Zea mays,chr3,170918227.0,170925988.0,GO:0016021
chr3,170918227,170925988,Zm00001eb144370,170872489,7.24700430966425,DTA.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Thimet oligopeptidase,,216725152.0,7762.0,,,Zm00001eb144370,,,,B73 Zm00001eb.1,,,Zea mays,chr3,170918227.0,170925988.0,GO:0046872
chr3,1600135,1601849,Zm00001eb118910,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Protein NUCLEAR FUSION DEFECTIVE 6 chloroplastic/mitochondrial,,216595919.0,1715.0,,,Zm00001eb118910,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1600135.0,1601849.0,GO:0005739
chr3,1602366,1603834,Zm00001eb118920,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,,,,,,,,,,,,,,,,,,,,
chr3,1604012,1605806,Zm00001eb118930,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,D-amino-acid transaminase,,216595970.0,1795.0,,,Zm00001eb118930,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1604012.0,1605806.0,GO:0003676
chr3,1604012,1605806,Zm00001eb118930,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,D-amino-acid transaminase,,216595970.0,1795.0,,,Zm00001eb118930,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1604012.0,1605806.0,GO:0008483
chr3,1604012,1605806,Zm00001eb118930,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,D-amino-acid transaminase,,216595970.0,1795.0,,,Zm00001eb118930,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1604012.0,1605806.0,GO:0008696
chr3,1604012,1605806,Zm00001eb118930,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,D-amino-acid transaminase,,216595970.0,1795.0,,,Zm00001eb118930,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1604012.0,1605806.0,GO:0016021
chr3,1604012,1605806,Zm00001eb118930,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,D-amino-acid transaminase,,216595970.0,1795.0,,,Zm00001eb118930,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1604012.0,1605806.0,GO:0030170
chr3,1604012,1605806,Zm00001eb118930,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,D-amino-acid transaminase,,216595970.0,1795.0,,,Zm00001eb118930,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1604012.0,1605806.0,GO:0046656
chr3,1659085,1663339,Zm00001eb118940,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Beta-amylase,,216596039.0,4255.0,,,Zm00001eb118940,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1659085.0,1663339.0,GO:0000272
chr3,1659085,1663339,Zm00001eb118940,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Beta-amylase,,216596039.0,4255.0,,,Zm00001eb118940,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1659085.0,1663339.0,GO:0016021
chr3,1659085,1663339,Zm00001eb118940,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Beta-amylase,,216596039.0,4255.0,,,Zm00001eb118940,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1659085.0,1663339.0,GO:0016161
chr3,1659085,1663339,Zm00001eb118940,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Beta-amylase,,216596039.0,4255.0,,,Zm00001eb118940,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1659085.0,1663339.0,GO:0102229
chr3,1663801,1672108,Zm00001eb118950,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,NLP transcription factor,,216596062.0,8308.0,,,Zm00001eb118950,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1663801.0,1672108.0,GO:0003677
chr3,1663801,1672108,Zm00001eb118950,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,NLP transcription factor,,216596062.0,8308.0,,,Zm00001eb118950,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1663801.0,1672108.0,GO:0003700
chr3,1663801,1672108,Zm00001eb118950,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,NLP transcription factor,,216596062.0,8308.0,,,Zm00001eb118950,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1663801.0,1672108.0,GO:0005634
chr3,1663801,1672108,Zm00001eb118950,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,NLP transcription factor,,216596062.0,8308.0,,,Zm00001eb118950,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1663801.0,1672108.0,GO:0006355
chr3,1663801,1672108,Zm00001eb118950,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,NLP transcription factor,,216596062.0,8308.0,,,Zm00001eb118950,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1663801.0,1672108.0,GO:0016021
chr3,1675067,1679757,Zm00001eb118970,1694805,6.70512193993106,DTS.BLUE,WIH2.2020.PHP02,WIH2.2020,PHP02,protein_coding,,Auxin response factor,,216596179.0,4691.0,,,Zm00001eb118970,,,,B73 Zm00001eb.1,,,Zea mays,chr3,1675067.0,1679757.0,GO:0003677
